Gene,Base,Vec,Bait1,Bait2,Enr1,Enr2,AdjEnr1,AdjEnr2,pBait1_Vec,pBait2_Vec,pBait1_Bait2,pBait2_Bait1,pBait1,pBait2
SARM1,40.052089870834,0.991333768157004,66.8760678597932,15.8907353040494,6.00606379313208,3.93621371828874,1.53236570061749,-2.87873771822439,0.846137673235592,0.0118125642024213,0.961919758542262,0.0380802414577379,0.813916546332292,0.000449825297063235
TUBA1C,69.254255812114,4.83503692721941,144.538598277618,9.08042017374249,4.88744051302259,0.902311785339693,1.27962458575693,-4.47899163583559,0.821669349221371,0.000297065021625801,0.990433973901696,0.00956602609830402,0.813809238782543,2.84173174976566e-06
BAG3,57.8767682384226,2.47974045574883,96.215246017638,7.94536765202468,5.24995376458281,1.66017499880237,1.34355539041638,-4.1166948806422,0.822160854398016,0.000673828986637432,0.988710246446867,0.0112897535531327,0.812878860970829,7.60736319609376e-06
STEAP3,116.134502297857,8.18096414916884,319.279291717723,97.0469906068729,5.27783965226023,3.56029324350506,1.4483596928226,-2.67344638735587,0.841985009858966,0.0170354756515176,0.959892281705309,0.0401077182946909,0.80821491227519,0.000683254058447134
PDE7A,14.5509900358742,0.620110868356747,26.3189686415961,2.27010504343562,5.29829752854264,1.79171841414721,1.32937305004258,-4.04380296552165,0.805240303381196,0.00109570249729813,0.983920769385431,0.0160792306145693,0.792292658842984,1.76180531390162e-05
POC1B-GALNT4,163.537771229514,10.2972148995772,505.669364720501,347.32607164565,5.61102261923861,5.06918397695875,1.62610181710806,-1.54536466918143,0.871050400737307,0.104528767419188,0.905278396843102,0.0947216031568985,0.788543110349011,0.00990113242596009
ZNF74,690.490242695242,41.8068614136309,3280.81045165076,4780.27369521456,6.29246628434548,6.83550036515564,2.33728349086798,0.134303962565466,0.943510767727472,0.542391564066208,0.821505278155902,0.178494721844098,0.775099075685045,0.0968140313585832
TXNL1,28.5484327872247,6.06611943411684,221.3382116908,234.955871995587,5.1778180148462,5.26393641546883,1.73472096026104,-0.871041827633458,0.889948218245079,0.243179392972846,0.866717344145991,0.133282655854009,0.771333556144832,0.0324115953443867
UNC13D,655.817932782315,40.3219698144299,1422.51868215315,420.536959296449,5.13900051786334,3.38097823351586,1.22069352165423,-2.84729012158788,0.796251448235048,0.0107625161233822,0.950276743216728,0.0497232567832716,0.756659233010405,0.000535147352837033
HNRNPU,17.6986117781029,1.23881570135718,56.9525223064046,41.4294170427001,5.46690787813608,5.00827773805167,1.39476972542886,-1.63802311915003,0.834004130991415,0.104127020861025,0.89455559870779,0.10544440129221,0.746063064723795,0.0109796113730322
FKBP15,28.8940334513436,2.23014946951418,104.844416064063,87.3990441722715,5.5236656697239,5.26124231053732,1.49532134301472,-1.36494167033316,0.8346568985507,0.149360496857099,0.880765132638679,0.119234867361321,0.735136693959796,0.0178089790317772
MPDZ,36.0556329204957,194.053926770329,1969.60806309649,4.54021008687125,3.34304398690071,-5.40212530911001,0.780829671948926,-9.47823326656902,0.707141770014955,4.97338937093392e-11,0.999967116667386,3.28833326139296e-05,0.707118516836927,1.63541616903002e-15
NCF4,892.904925324453,50.7626101755956,1295.23842396838,215.092452865525,4.67194299534904,2.08203375139281,0.833812837963299,-3.77144062184974,0.715530188309291,0.00106404094043184,0.973194298547221,0.0268057014527791,0.696349899701021,2.85223637827502e-05
HMGXB4,444.66981442058,30.5155006751841,665.309010579363,74.3459401725166,4.44415688744282,1.28331969559651,0.746347793391756,-4.27000908372641,0.70363191657898,0.000346094716362651,0.978875140402695,0.0211248595973047,0.688767791133067,7.31120229052999e-06
LCTL,24.1835827580266,1.3653687386699,62.5614828365808,69.2382038247865,5.46717740418568,5.61335989239521,1.21625897901279,-1.25219498743728,0.788800122899176,0.167060443044995,0.857776945536166,0.142223054463834,0.676614560059007,0.0237598464899406
PPP4R3A,1223.35487920358,69.5944366821879,1675.3533645134,293.978603124913,4.58835655313995,2.07787648980011,0.722433883051135,-3.78784872250233,0.696606640376103,0.00136322225445277,0.970413738015897,0.0295862619841031,0.675996653814069,4.03326507627993e-05
CNOT10,863.340101254786,43.9020216336945,1050.16999464991,139.043933910432,4.57861823197692,1.66205807246423,0.733871820575761,-4.07404056998495,0.690483854916206,0.000515170400411676,0.975017524996289,0.0249824750037114,0.673233859270295,1.28702316509367e-05
PLIN2,34.411102394495,1.48910970526998,40.125640715876,3.40515756515343,4.70615305856486,1.16665543485128,0.714627312743596,-4.47212444115197,0.68082880234671,0.000288172240531822,0.980600426307774,0.0193995736922256,0.667621013823795,5.59041861625084e-06
CEP72,63.0796999261357,3.09914830642742,75.9366964085394,7.94536765202468,4.59271324997586,1.34420267330983,0.672991857039105,-4.32542992830624,0.679133304973872,0.000575903798678926,0.979043801017601,0.0209561989823991,0.664901252299266,1.20687545998351e-05
ATAD5,12.5989905030521,0.745257870313151,22.4358421207048,5.67526260858906,4.8214503608395,2.84784721917009,0.734516358354405,-3.37341655348293,0.691773891371037,0.00510238878258886,0.955546540426282,0.0444534595737176,0.661022148656821,0.000226818833476204
CA5B,6.82513209081111,0.497775937112979,11.2179210603524,0.567526260858906,4.36249165931191,0.172914597665807,0.557890393514141,-4.63469796225906,0.643436934668637,0.000612125083809685,0.983018032454008,0.016981967545992,0.632510109526202,1.03950883073437e-05
PRKAR1B,138.931751980715,7.19736357547159,357.679098424314,787.726450072161,5.62526739345803,6.76418620797218,1.43950566077116,-0.0949894887979357,0.833690257586866,0.470249646538845,0.758016819303578,0.241983180696422,0.631951237340377,0.113792505190838
KBTBD7,152.743749234177,7.81044426704674,168.268815905286,27.2412605212275,4.42044179548902,1.79575627089371,0.561977697803788,-3.98945615138861,0.650623717939734,0.000890917856380543,0.967738753063277,0.0322612469367232,0.629633785512391,2.87421209650288e-05
CPSF3L,2971.66965327994,174.514805348044,4051.39533679651,1289.41966467143,4.53660204911695,2.88494320715675,0.600652052318555,-3.21481198790702,0.661057517306886,0.00449376387777731,0.942751218323374,0.0572487816766264,0.623212779822891,0.000257262507145183
PCDH9,9.28362994381802,1.48910970526998,25.8875101392748,6.81031513030687,4.07487202188209,2.15617878016241,0.551388094209825,-3.46461978495742,0.649560399723833,0.0030556437101834,0.95229494114068,0.0477050588593195,0.618573082622325,0.000145769663047409
GPER1,16.3813174214797,0.496369901756661,15.1010475812436,1.13505252171781,4.79339572734482,1.11700108479083,0.465704167450422,-4.58215948845822,0.619139100146019,0.00077991713922966,0.978135048296747,0.0218649517032525,0.605601653623731,1.70528505817954e-05
