Gene,Base,Vec,Bait1,Bait2,Enr1,Enr2,AdjEnr1,AdjEnr2,pBait1_Vec,pBait2_Vec,pBait1_Bait2,pBait2_Bait1,pBait1,pBait2
SLC30A6,1366.40166727894,76.5176036526892,91.0377439897831,221.335241734973,0.250522844242795,1.53175303965586,-2.75552683303422,-3.91286049140181,0.0217516496531076,0.00102447850316956,0.690464344487003,0.309535655512997,0.0150187385192439,0.000317112625037562
GMPR,222.534529861898,11.5423577600378,14.2381305766011,35.1866281732521,0.301643145419754,1.60390185325358,-2.81203343449561,-3.94104145960998,0.0216427148872521,0.000896177761598686,0.693878184294218,0.306121815705782,0.0150174077091639,0.000274339563575734
SLC25A36,99.8356676033483,4.46240799206284,6.90333603713995,35.7541544341111,0.623807797248775,2.98815757537334,-2.70795450666555,-3.04678239950029,0.0261947314226076,0.00666060832971136,0.573279744312168,0.426720255687832,0.0150169089322784,0.00284221648949093
NAT6,16.2023524076219,1.73377956775752,1.72583400928499,3.40515756515343,-0.00644060743974108,0.953814159297246,-2.82469368001912,-4.04214871019467,0.0212911964211102,0.00085509139001533,0.705090329837715,0.294909670162285,0.0150122167072002,0.000252174719788031
NOS1,202.089935555479,16.0075778228132,15.1010475812436,27.2412605212275,-0.0838367397789691,0.765184742490636,-2.85830918294133,-4.43262642148893,0.0200574353895654,0.000195029331404356,0.748431469448586,0.251568530551414,0.0150116158419825,4.90632423158186e-05
RHPN2,29.7609140061999,0.867592801556919,1.72583400928499,6.81031513030687,0.952570757750824,2.90234886979893,-2.71843002061629,-3.29721487233449,0.0248074493000497,0.00409519693459113,0.604624851606519,0.395375148393481,0.0149992003517788,0.0016191390957145
TAF6,41.2553590850852,2.97681337518365,3.45166801856997,7.94536765202468,0.210242587783388,1.40136464948247,-2.79887745663957,-3.97669438434082,0.0213228322684802,0.000623957073521603,0.702894538329316,0.297105461670684,0.0149877023432268,0.000185381054391325
SLC11A2,347.6364334482,21.0795514180604,20.7100081114198,45.4021008687124,-0.0254551316849996,1.10508484055452,-2.87642957357856,-4.19539600778164,0.0210568895632719,0.000266541557090862,0.711674145023681,0.288325854976319,0.0149856438767996,7.6850822334942e-05
PSMB4,32.2514598504073,0.868998836913237,1.72583400928499,4.54021008687125,0.950361795682524,2.32042524433776,-2.75079202219599,-3.69750193364983,0.022522975743541,0.00186592031109311,0.664931029188345,0.335068970811655,0.0149762254415369,0.00062521199825453
ATP6V1C1,34.5418169469184,2.10992359130489,2.58875101392748,4.54021008687125,0.288874950900671,1.08757990806759,-2.78577573848374,-4.16263997495322,0.0205163197183652,0.000535858739953778,0.729891850345562,0.270108149654438,0.0149746945615188,0.000144739812725073
MAPK6,229.119721280469,11.9079565184128,15.9639645858861,59.5902573901851,0.421359650781718,2.31831561380669,-2.76126340438252,-3.4833849998756,0.0237704278422507,0.00205088543228741,0.629732285388832,0.370267714611168,0.0149690058497708,0.000759376661942397
TRMO,43.6270429213928,2.23436757558313,2.58875101392748,4.54021008687125,0.208060415747768,1.00676537291469,-2.89281556980882,-4.3025558599648,0.0204801867759399,0.000453650789890543,0.73074636607076,0.26925363392924,0.0149658220629686,0.000122147123712899
YTHDF3,15.8539838280407,0.620110868356747,0.862917004642494,3.40515756515343,0.446083901477178,2.36627979204487,-2.88115923820844,-3.49632944159922,0.0244793523623297,0.00414022047182704,0.61088491831134,0.38911508168866,0.0149540671681763,0.00161102222710404
HGFAC,13.5031808222052,0.372628935156575,0.862917004642494,3.40515756515343,1.11109216317494,3.03128805374263,-2.80721260309502,-3.27116355060043,0.0250279475306289,0.00573711026095267,0.597466516281913,0.402533483718087,0.0149533606208113,0.00230937897981606
RNF10,64.4905369992566,2.97118923375838,3.45166801856997,6.81031513030687,0.21292576231454,1.1831582976311,-2.82551051337538,-4.14176967592638,0.020890898835048,0.000690042663889917,0.715676120409853,0.284323879590147,0.0149511174301419,0.000196195607279901
RUNDC3A,8.2489015312345,0.372628935156575,3.45166801856997,85.6964653896948,3.0505788637372,7.66454184770929,-1.9448816649657,0.531514847234026,0.0831004967528012,0.649574740801086,0.179904327368194,0.820095672631806,0.0149501389722754,0.532713433981898
PRKCE,14.3541972872895,1.61425670722639,1.72583400928499,5.67526260858906,0.0936187538684256,1.78246388626433,-2.8446011545158,-3.57301723561934,0.0237947611422451,0.00208132884246458,0.627912845365746,0.372087154634254,0.0149410361736254,0.000774435726850852
CAPN3,45.5090891315252,2.23436757558313,2.58875101392748,5.67526260858906,0.208060415747768,1.32554705665535,-2.85814125564098,-4.06333031805772,0.0214453154461019,0.000930001551822143,0.696296416444037,0.303703583555963,0.0149322962946327,0.000282444804000992
BPIFB6,56.9280432063453,3.10266339481821,4.31458502321247,9.08042017374249,0.469273347720831,1.53411010942841,-2.70359985579999,-3.93720275009785,0.0213005059981432,0.000910200376767587,0.700625366486888,0.299374633513112,0.0149236748213052,0.000272490904218293
TEKT1,12.8093761758569,0.372628935156575,0.862917004642494,4.54021008687125,1.11109216317494,3.44109673566089,-2.79137912368329,-2.991108041303,0.0272910580004935,0.00994324645024739,0.546352648798815,0.453647351201185,0.0149105418270917,0.00451072741449531
ENOX2,174.510700887026,8.06355034167219,17.2583400928499,124.855777388959,1.09306211901343,3.94436304900117,-2.55197114231451,-2.41162818132175,0.030004385206337,0.0283386668653696,0.49693231850105,0.50306768149895,0.0149101487057836,0.0142562674367326
GALNT15,304.121680328224,24.0894066241176,28.9077196555235,62.9954149553385,0.2625577851078,1.38500123950626,-2.76053615743867,-4.01525018442829,0.0212787717755571,0.000877706445736765,0.700546006323326,0.299453993676674,0.014906758586832,0.000262832700451633
APOL6,127.161530967779,5.83269785447985,7.33479453946119,19.2958928692028,0.328079843888101,1.71747747093023,-2.81979918845316,-3.92084576776081,0.0216785306040143,0.000539270301424364,0.687298030633044,0.312701969366956,0.0148996113911572,0.000168630885276511
P2RX6,385.381258378018,21.8290273944425,28.044802650881,87.3990441722715,0.360754659969102,1.99889400911447,-2.73171553837048,-3.65549459240805,0.0224378756964412,0.0015644229591381,0.664012170070345,0.335987829929655,0.0148990225329625,0.000525627075132941
INSRR,38.5519193019173,2.2315555048705,2.58875101392748,4.54021008687125,0.209837476339115,1.00854243350604,-2.8208176438567,-4.22856076347006,0.0207499925218088,0.000534366912722459,0.717436316482178,0.282563683517822,0.0148867982018793,0.000150992683208905
PML,248.919365855824,15.6265126755188,16.8268815905286,25.5386817386508,0.106443696208552,0.706901165570192,-2.84950073046144,-4.50349631770029,0.0196296090313862,0.000221375802706074,0.758107879130171,0.241892120869829,0.0148813612709386,5.3549062425833e-05
PDIA6,67.2320990333658,3.09914830642742,4.31458502321247,12.4855777388959,0.470882790006966,1.99299488187349,-2.75990083422368,-3.68683746264635,0.0223211299683367,0.0014014473050445,0.665476364955939,0.334523635044061,0.0148541844330378,0.00046881724680619
ZNF567,87.8276670329442,5.20907189773231,6.04041903249745,12.4855777388959,0.211733271428344,1.2531483631264,-2.80576040042074,-4.10258307958271,0.0207762078379046,0.000581831263663796,0.714695486953513,0.285304513046487,0.0148486619777586,0.000165999085354821
MAGEB6,19.9805365390363,1.11437171707893,1.72583400928499,5.67526260858906,0.608945034907963,2.29779016730386,-2.750732373831,-3.45820253447315,0.0235364329881486,0.0031149704666437,0.630538143074852,0.369461856925148,0.0148406187509529,0.00115086277287318
POGZ,35.8113860018947,2.47622536735803,2.58875101392748,6.81031513030687,0.0628718786348305,1.44129149919462,-2.85241910391374,-3.89902044973063,0.0217637283702673,0.00100162294466768,0.681770836973507,0.318229163026493,0.0148378753066612,0.000318745631349726
AHRR,39.0654716382923,0.868998836913237,1.72583400928499,5.67526260858906,0.950361795682524,2.63920692807843,-2.815066916575,-3.58702338533067,0.0231779144507266,0.00273159231692135,0.63984768359007,0.36015231640993,0.0148303348717462,0.000983789300426791
IL12RB1,112.429029401753,4.46873515116627,6.90333603713995,27.8087867820864,0.621786311726925,2.6241415252062,-2.75133963280799,-3.34813429465239,0.024217587454044,0.00329258964407871,0.612204186292428,0.387795813707572,0.0148261084212687,0.00127685248023063
STAM2,36.772283003544,1.3653687386699,2.58875101392748,9.08042017374249,0.898677268045854,2.68950329339288,-2.71800630064323,-3.37222007273216,0.0238568037886987,0.0035139375218905,0.621371206229533,0.378628793770467,0.014823930946965,0.00133047792529819
CHRM5,262.482677148231,16.9960995202576,20.7100081114198,32.3489968689576,0.284365347116994,0.926507485102278,-2.77353454966048,-4.36895844300545,0.0196795085236111,0.000309909326549925,0.752669611708661,0.247330388291339,0.0148121680390836,7.66499940707004e-05
PRKCZ,190.025410209852,13.2733252570827,13.8066720742799,22.7010504343562,0.0566266127443317,0.771978959729712,-2.77586622735902,-4.36496298125913,0.0196813279190015,0.00019546893546,0.752368316437172,0.247631683562829,0.0148076075516671,4.84043015721937e-05
ANGPT4,96.5211944294103,5.8369159605488,8.19771154410369,30.6464180863809,0.486481844283414,2.38248638222294,-2.69508490123922,-3.42433382990462,0.023541447193509,0.00254628548711579,0.628994876613059,0.371005123386941,0.0148074496727741,0.000944684961325771
CTNNA1,59.2915734900149,3.22710737909646,4.31458502321247,14.1881565214726,0.413421545945208,2.11926751541499,-2.80071963603946,-3.57575482775097,0.0227757027086263,0.00222470558514846,0.64943317571351,0.35056682428649,0.01479129693917,0.000779907971957912
ABAT,43.6960520131032,2.47763140271435,2.58875101392748,3.40515756515343,0.0620691331750775,0.450965408423746,-2.85095248158428,-4.53868311895251,0.0193289311068859,0.000214726458353226,0.76487898198901,0.23512101801099,0.0147842931479706,5.0486703481905e-05
MEST,86.1126658334374,4.83855201561021,5.17750202785496,10.7829989563192,0.0967145128932311,1.14795357844188,-2.85866060476473,-4.19173985949557,0.0204029073839687,0.000440200848452572,0.724557566108156,0.275442433891844,0.0147830809156585,0.000121249993099031
ELMO3,89.3632472958706,4.09470018065338,4.31458502321247,9.08042017374249,0.0745767477477266,1.1394135094553,-2.91037607120995,-4.24162213437112,0.020693046895979,0.000643358997479137,0.714124197575206,0.285875802424794,0.0147774055099771,0.000183920769651559
FAM126B,95.5387803646789,4.58966404705372,6.04041903249745,12.4855777388959,0.392521146547978,1.43393623824603,-2.74329806397354,-4.05169129099353,0.020593845040899,0.000533421864265587,0.716960846487592,0.283039153512408,0.0147649805729573,0.000150979272926742
OSBPL2,47.714933580762,2.85518146161804,3.45166801856997,7.94536765202468,0.269414034009593,1.46053609570868,-2.78501598204314,-3.96901264241936,0.0213896823379048,0.000937947023747323,0.690284068778001,0.309715931221999,0.0147649569540778,0.000290497135896805
ZNF17,96.3727410456971,6.45913588194003,7.76625304178244,17.5933140866261,0.264011141950922,1.4385836427087,-2.79614154309498,-4.00592757481152,0.0209798747565915,0.000659152926714894,0.703644747850965,0.296355252149035,0.0147623786830467,0.000195343431801367
ALDH3A2,22.5753530561015,1.11648077011341,1.72583400928499,6.81031513030687,0.606334212300415,2.55611232434852,-2.75111997540069,-3.34442721737574,0.0238897004500504,0.00383093486008576,0.617883019589617,0.382116980410383,0.0147610402511686,0.00146386526088485
ERBB2,79.3892073130675,4.95948091149766,5.17750202785496,9.08042017374249,0.0614605991146625,0.866020135917033,-2.85515085341065,-4.38318442472002,0.0199090011334013,0.000252446165949048,0.741308643482714,0.258691356517286,0.0147587146232975,6.53056411169471e-05
CD3EAP,40.3765162408845,2.60559047538339,2.58875101392748,5.67526260858906,-0.00917745464955919,1.10830918625802,-2.91497627018398,-4.16698684293575,0.0208591622976163,0.000557585694276127,0.707457345714735,0.292542654285265,0.0147569675929045,0.000163117598995031
ATG4C,43.4606411528452,1.98547960702664,2.58875101392748,7.94536765202468,0.374486460380368,1.97379560732268,-2.83713980372514,-3.72627622461764,0.0225688245610786,0.00148609995015311,0.653624257473138,0.346375742526862,0.0147515311957765,0.000514748973703417
APH1A,180.786271497708,11.0340365577524,12.9437550696374,34.0515756515343,0.229335041678524,1.62135502572951,-2.77567153508855,-3.80134853296438,0.0219233237420063,0.00100140980624983,0.672865216445473,0.327134783554527,0.0147514419748692,0.000327595980216917
BANP,112.232315509896,5.70333274645449,12.5122965673162,141.881565214726,1.12663041697787,4.62465375500147,-2.49941152123559,-1.83623944432881,0.0358806749589716,0.0631103060549669,0.410914701103768,0.589085298896232,0.0147438968261673,0.0371773535058229
ANKRD1,11.8406381584826,0.24888796855649,0.862917004642494,3.40515756515343,1.61087888358576,3.53107477415346,-2.75055741178676,-3.14820858776643,0.0257439020662646,0.00674710002716075,0.572688959468748,0.427311040531252,0.0147432484869944,0.0028831103331745
ZBTB44,139.827426817844,8.68998836913237,17.6897985951711,135.638776345278,1.02128636546482,3.95652622143125,-2.52544341086705,-2.33760587976771,0.0302573165140124,0.0299036833392618,0.486987871569085,0.513012128430915,0.014734946168551,0.0153409522377988
NCAPG2,120.234618985555,7.43570627885569,8.19771154410369,18.7283666083439,0.13985543523795,1.32686123247366,-2.80169697661651,-4.02161614182819,0.0210244044521397,0.000698841693866986,0.700797632080376,0.299202367919624,0.0147338528559596,0.000209095089605963
MANSC1,20.8302932073358,1.11788680546973,1.72583400928499,6.81031513030687,0.604596285075589,2.5543743971237,-2.74806033592218,-3.33997599099006,0.0240152527216368,0.00351900664754519,0.613516648987527,0.386483351012473,0.0147337573743672,0.00136003748137843
LZTS2,41.3776915403936,0.991333768157004,5.17750202785496,61.2928361727618,2.32768916128926,5.88039041055087,-2.31933436262407,-1.3063701948316,0.0413998365355473,0.152852672153881,0.354884462419027,0.645115537580973,0.0146921587331533,0.0986076337672391
SEMA4F,26.0487815397485,1.36677477402622,1.72583400928499,3.40515756515343,0.325886306491359,1.28614107322835,-2.86224210186956,-4.13151113034501,0.020589187358003,0.000687044258834792,0.711989486797019,0.288010513202981,0.0146592849405923,0.00019787596958017
BTG3,33.4600390201292,2.10992359130489,2.58875101392748,4.54021008687125,0.288874950900671,1.08757990806759,-2.81453543463887,-4.22043807198493,0.02023844669262,0.00070820196485805,0.72420022832815,0.27579977167185,0.0146566877158025,0.000195321940205406
DSCC1,71.0659217400082,2.85447844393988,4.31458502321247,9.64794643460139,0.587565368858816,1.73940016250812,-2.77227952192694,-3.93262128723748,0.0213215946508326,0.00109309067829047,0.687320479157808,0.312679520842192,0.0146547686518188,0.00034178706952493
NEDD1,218.111052843798,12.7720342315789,15.1010475812436,49.9423109555837,0.24079238321626,1.96308105343536,-2.77513686624538,-3.6336573447999,0.0224264878823249,0.00154216144736605,0.653378403593867,0.346621596406133,0.0146529828507706,0.000534546462802014
DRD5,63.1973201985677,2.97751639286181,3.45166801856997,10.7829989563192,0.209907541573038,1.83922601042311,-2.87260985130923,-3.756275025782,0.0222878076600454,0.00134879704231536,0.657155786450446,0.342844213549554,0.0146465617710934,0.000462427261210575
NEDD9,152.719431327091,9.68061911961121,14.2381305766011,65.8330462596331,0.554213664315821,2.75930375720821,-2.69215805013566,-3.13389118568655,0.0249510966842805,0.00569100614501881,0.586978417985144,0.413021582014856,0.0146457552587333,0.00235050836127194
SNX8,82.7140890771453,4.83714598025389,6.04041903249745,13.0531039997548,0.317549292844793,1.42284450888016,-2.7710237783985,-4.01655473507952,0.0207121023741345,0.000948487784310072,0.707015660353825,0.292984339646175,0.0146437807373647,0.000277892067148551
NDOR1,95.0645623207011,6.57584667175852,7.76625304178244,18.7283666083439,0.238372355074474,1.50289485542901,-2.78014318524431,-3.92778649219817,0.0212768188266616,0.000634479678799568,0.688093940979633,0.311906059020367,0.0146404501179472,0.000197898056142881
PRLR,376.211707954761,19.7212128561721,25.0245931346323,65.8330462596331,0.342824916307792,1.73650588778837,-2.76316541237373,-3.81037299571904,0.0213798559381551,0.00104456352205821,0.684578883593429,0.315421116406571,0.0146361979095306,0.00032947739228518
CACNG2,130.341693734577,7.07010752048071,9.06062854874618,19.2958928692028,0.355651562577605,1.44205638233505,-2.74121433560277,-4.03590859003228,0.0205339794642034,0.000511897406464501,0.71265533363528,0.28734466636472,0.0146336499859219,0.000147090989473507
C1orf101,215.93662087289,11.5381396539688,15.1010475812436,35.7541544341111,0.386768572279486,1.62747801985033,-2.76124399457047,-3.91595653823509,0.0209100944708122,0.000581279508339104,0.69825341084963,0.30174658915037,0.0146005447854326,0.000175399108984329
CDY2B,25.4408956246683,2.11203264433937,3.45166801856997,17.5933140866261,0.695654006802821,3.02866136797361,-2.6788022891294,-2.93211998283596,0.0260109420587134,0.00933146699362234,0.56125934028472,0.43874065971528,0.0145988841800575,0.00409409398489323
BRSK2,117.269674328101,6.07596168161107,7.33479453946119,19.2958928692028,0.26962143994343,1.65901906698556,-2.8120747638738,-3.8909717547524,0.0211822105647714,0.000859595106650356,0.687695064491087,0.312304935508913,0.0145669016604043,0.000268455794346217
ACTR3B,139.487769605606,8.31243831022868,10.3550040557099,19.2958928692028,0.315281959279958,1.21003174675474,-2.76799424994913,-4.18668488002062,0.0199075868896427,0.000348168530609832,0.731477569133136,0.268522430866864,0.0145619532653425,9.3491060190696e-05
ZNF519,72.7677595801204,3.59411217282776,5.17750202785496,16.4582615649083,0.520554347695957,2.17954892851654,-2.76238716991931,-3.6036963401732,0.0224352239414768,0.00221133087220143,0.649000991981462,0.350999008018538,0.0145604825933447,0.000776174942543471
MORC1,55.7589641009523,2.35529647147058,2.58875101392748,3.40515756515343,0.133640499597622,0.522536774846291,-2.84817185209801,-4.61189321300824,0.0189004758659221,0.000247638529645372,0.770312178567329,0.229687821432671,0.0145592667402377,5.68795543770355e-05
TGM5,9.61672977530296,0.123740966600086,0.862917004642494,3.40515756515343,2.39354573845948,4.31374162902717,-2.63367199268156,-2.9459806471787,0.0259907673929246,0.0129526973427415,0.560017094133552,0.439982905866448,0.0145552740296867,0.00569896541566802
PARP1,57.1976532219487,2.48184950878331,2.58875101392748,3.40515756515343,0.0596635733067861,0.448559848555455,-2.9045235579982,-4.65597657839571,0.0191007044343431,0.000308462552740984,0.761899493812135,0.238100506187865,0.0145528170399812,7.34450899476292e-05
CECR1,221.147723305259,13.0272493592388,16.8268815905286,27.8087867820864,0.367989236744178,1.09107331226324,-2.74922006025835,-4.28026430527107,0.0197279384080222,0.000350316759668348,0.737642435997849,0.262357564002151,0.0145521645445091,9.19082516957147e-05
CNGA1,21.6734816967777,1.24022173671349,1.72583400928499,5.67526260858906,0.460877708794768,2.14972284119067,-2.82286403586936,-3.54019946237296,0.0229536254371058,0.00226832836169234,0.63336288337871,0.36663711662129,0.0145379743908402,0.000831653370081175
DPCR1,129.999948019696,6.69255746157702,7.76625304178244,11.918051478037,0.213181262095598,0.827820469204001,-2.83318685664058,-4.40623390967185,0.019610363019491,0.000286697911976651,0.740572311740332,0.259427688259668,0.0145228918754116,7.43773765329765e-05
SLC35B2,109.754529392804,7.06588941441175,6.90333603713995,9.08042017374249,-0.0333387773358461,0.359637162916049,-2.86006297524996,-4.67513388419747,0.0186667848991891,0.000130905843481798,0.777918024777385,0.222081975222615,0.0145212284377215,2.90718282886202e-05
ST14,128.661141447923,6.69747858532413,7.76625304178244,15.8907353040494,0.212128680602738,1.24029778049064,-2.80592441539664,-4.14491024991052,0.0202465741783231,0.000488799619582583,0.717086407877338,0.282913592122662,0.0145185431493558,0.000138288056204299
MAOB,112.129285841668,6.70239970907124,6.90333603713995,9.08042017374249,0.0423050059459496,0.435280946197844,-2.87773738787702,-4.66130233256571,0.0186068062470352,0.000167131127497796,0.780207149358161,0.219792850641839,0.014517163260659,3.67342269437252e-05
EIF5,93.8212168184391,3.47318327694031,5.17750202785496,19.2958928692028,0.569242190297389,2.45707588360726,-2.74103799794296,-3.46092550758472,0.0226337190899776,0.00263786240147604,0.641286599435714,0.358713400564286,0.0145147007477949,0.000946236592254146
TMEM30A,3452.49517777311,180.845982157315,237.302176276686,865.477547809831,0.391868912947577,2.25841937316715,-2.71329056290564,-3.48272850110604,0.0228211537089618,0.00173964470738236,0.635498366267714,0.364501633732286,0.0145028058983896,0.000634103337954593
ANXA6,209.372859903239,12.7755493199697,17.2583400928499,43.6995220861357,0.43244675579753,1.77024663925089,-2.72282458164468,-3.80785808906213,0.0211472865035452,0.00125287252297544,0.685417550818039,0.314582449181961,0.0144947213217073,0.000394131706790396
ECD,67.8038677759696,2.85307240858356,3.45166801856997,7.94536765202468,0.270461756976094,1.46158381867518,-2.89026211292754,-4.04206530451261,0.0207344488225218,0.000636501847027218,0.698954619545646,0.301045380454354,0.0144924387882344,0.000191615940698208
ARAF,93.8117073764029,5.45655383093248,6.04041903249745,10.7829989563192,0.145391773012956,0.976211063298343,-2.83707078529038,-4.32280903697795,0.0197115760141505,0.000328027981224759,0.735198144593948,0.264801855406052,0.014491914112626,8.68624180534178e-05
ZNF529,20.7619150300682,1.11648077011341,1.72583400928499,5.67526260858906,0.606334212300415,2.29517934469632,-2.7744414736764,-3.4966369743098,0.0232184913410803,0.00253826730220658,0.623964240670883,0.376035759329117,0.0144875083191606,0.000954479272365518
SLC33A1,85.8333696008026,5.70614481716713,6.04041903249745,14.1881565214726,0.08143860285095,1.30658757215227,-2.80737136516036,-4.05850408897475,0.0206066402048611,0.000590206953214279,0.702965577227131,0.297034422772869,0.014485758726322,0.000175311781664537
SLC5A4,79.3939770846746,3.84792126513136,4.31458502321247,9.64794643460139,0.163139541947872,1.31497433559717,-2.83903786276619,-4.10623442953315,0.020455374094657,0.000414950150166844,0.707622842890894,0.292377157109106,0.0144746899692579,0.000121321945247779
TROVE2,42.4500380953918,2.23014946951418,2.58875101392748,5.67526260858906,0.210726828154501,1.32821346906209,-2.85058167309616,-4.0755790320533,0.0205393522366563,0.000831812155179181,0.704497479736494,0.295502520263506,0.0144699218861445,0.000245802588241267
MPPED1,64.2372059575941,3.10055434178373,5.17750202785496,22.7010504343562,0.730516022526234,2.85225555819097,-2.72182655265364,-3.12587506307585,0.024575044868428,0.0061063700706063,0.587756114987492,0.412243885012508,0.0144441328975105,0.00251731372123084
CLUH,148.261797084807,9.79873594478602,9.49208705106743,15.8907353040494,-0.0456337230647569,0.69470770252206,-2.87101308248332,-4.48575744473197,0.0193323646751995,0.000250737842646419,0.746696901372284,0.253303098627716,0.0144354167991704,6.35126724855665e-05
PTPN9,227.038507615295,10.6705468524119,14.6695890789224,49.9423109555837,0.457358897611727,2.22132771971615,-2.77059180889866,-3.57641686990804,0.0222680842512258,0.0017753213399365,0.64819150452555,0.35180849547445,0.0144339830337037,0.000624573129586742
MYBL2,46.1072570356067,2.47763140271435,2.58875101392748,3.40515756515343,0.0620691331750775,0.450965408423746,-2.8682077929018,-4.59178032641219,0.0187442759711815,0.000383133096979048,0.769368240897099,0.230631759102901,0.0144212506308377,8.83626601268203e-05
GTF2F1,1644.49226737791,151.337994512129,155.75651933797,428.482326948474,0.0415048005223633,1.50115324006345,-2.79164552267397,-3.86051767593029,0.021154096719587,0.000906856876374376,0.681699676590809,0.318300323409191,0.0144207408923131,0.000288652837035812
TES,2182.31956289033,125.281376885373,185.095697495815,990.900851459649,0.562913383264127,2.98306586473099,-2.69249221765411,-2.978749818066,0.0255836231947898,0.00697602447527414,0.563573274917253,0.436426725082747,0.0144182463081367,0.00304452351584099
SLC36A1,28.4673022804071,0.989927732800686,1.72583400928499,6.81031513030687,0.772013461097894,2.721791573146,-2.80382360288279,-3.29180002877962,0.0240654433225581,0.0055365192254403,0.598607535727327,0.401392464272673,0.0144057557235021,0.00222231709539251
SLC4A5,28.3944490525244,2.60418444002707,2.58875101392748,4.54021008687125,-0.00841339955660237,0.790291557610321,-2.87291561779312,-4.26554973149373,0.0197784274197393,0.000545144363845067,0.727893549811345,0.272106450188655,0.01439658974424,0.000148337297686234
CNST,31.3341051483287,1.23881570135718,1.72583400928499,5.67526260858906,0.46245076113352,2.15129589352942,-2.84714227225315,-3.61057372961388,0.0224529946412269,0.00189672403526265,0.641183654001107,0.358816345998893,0.0143964931473291,0.000680575587701219
MMP13,95.6280773970407,3.47388629461847,5.17750202785496,20.9984716517795,0.568954342955738,2.57847620310367,-2.77089817381473,-3.41960586795519,0.0235717638916939,0.0022359888664685,0.61062868580856,0.38937131419144,0.0143935952073747,0.000870629923454269
NOX3,24.0276545070864,1.61355368954823,1.72583400928499,3.40515756515343,0.0942283079067258,1.05448307464371,-2.86111513697565,-4.11401027179686,0.0203982517894582,0.000905717043280736,0.705259838572291,0.294740161427709,0.0143860677641902,0.000266951187544392
GRM3,157.488779417772,9.80225103317682,10.7864625580312,23.836102956074,0.137368588919282,1.27764620274476,-2.80162691560597,-4.10251781920004,0.0203160975499101,0.00057299442255333,0.707817948145489,0.292182051854511,0.014380098482101,0.000167418686082823
HDAC10,687.786065155699,41.8061583959528,57.8154393110471,161.744984344788,0.467262036432815,1.95065507416759,-2.67477061549893,-3.67259477217174,0.0215877418960519,0.00162900155188202,0.665391731721948,0.334608268278052,0.0143643049641805,0.000545077388297503
ALOX15B,97.020629394225,6.07947677000186,6.04041903249745,11.3505252171781,-0.00922243479030951,0.895264458614414,-2.89155514748979,-4.31162532167198,0.0197106759288527,0.000411890094478188,0.728499791700447,0.271500208299553,0.0143592233084442,0.000111828246447351
PYROXD2,92.0898465631129,4.83784899793205,6.04041903249745,12.4855777388959,0.317341775578145,1.3587568672762,-2.79512434827311,-4.08132783459515,0.0199638542203849,0.000598037393478213,0.719252246332115,0.280747753667885,0.0143590469934587,0.000167897654828405
PTH1R,235.167828069979,11.0326305223961,14.2381305766011,32.3489968689576,0.366516816640568,1.54764879185936,-2.75580556400464,-4.00287007653881,0.020222806741538,0.000696136542746916,0.70966738269944,0.29033261730056,0.0143514663311038,0.000202111144454275
HK3,720.133254562211,44.6522006277547,60.4041903249745,283.763130429453,0.435496486935089,2.66652357612917,-2.70099976502448,-3.16517314901504,0.0237714795837066,0.00422158688203966,0.603626567728245,0.396373432271755,0.0143490966309349,0.00167332488206747
CHI3L1,142.199469294041,9.30236604302936,11.2179210603524,24.4036292169329,0.268818059927721,1.38664529276594,-2.78341469419114,-3.99036248125679,0.0202168609163552,0.000497673439007654,0.709550637546633,0.290449362453367,0.0143448865523915,0.000144548933069748
POLA2,46.9301288394487,3.47037120622767,2.58875101392748,2.27010504343562,-0.415872334222005,-0.601537436870998,-2.96405696609523,-5.15207166028159,0.0176986240086882,0.000128280934015376,0.809997428174082,0.190002571825918,0.0143358399292575,2.43737073791524e-05
CSNK2A1,24.2151351140116,1.23881570135718,1.72583400928499,3.40515756515343,0.46245076113352,1.42270552787051,-2.77285923329645,-4.00085448926228,0.0204294248740618,0.000691109582433836,0.701445267337906,0.298554732662094,0.0143301233923459,0.000206334036623745
KBTBD6,71.8963065623821,4.96299599988845,5.17750202785496,10.7829989563192,0.0604486335411921,1.11168769908984,-2.86986223265873,-4.16660872345506,0.0201001858299318,0.000583426421826766,0.712460612524729,0.287539387475271,0.0143205907082541,0.000167758075968957
WDTC1,26.4857886035653,1.48910970526998,1.72583400928499,3.40515756515343,0.206400668114297,1.16665543485128,-2.84930732420974,-4.13439259020251,0.0202601329441241,0.000814737650451223,0.705837275584308,0.294162724415692,0.0143003570402564,0.000239665446940772
GPRC5B,34.5374783184531,2.23014946951418,2.58875101392748,7.94536765202468,0.210726828154501,1.81003597509682,-2.83118018985618,-3.67434440182292,0.0219172110404726,0.00132136875810062,0.652379112304543,0.347620887695457,0.0142983306827748,0.000459335380663981
POLK,4161.38825421709,1137.05108049614,1095.04167889132,2532.8697022133,-0.0543088512022883,1.15544083629575,-2.77365103258598,-4.00068600164293,0.0203142881640137,0.000721493296386119,0.703191180408589,0.296808819591411,0.014284828273213,0.00021414557364348
CHD2,167.227158703855,9.92247691138611,10.7864625580312,27.2412605212275,0.119870098634733,1.45241524769945,-2.86469685531667,-4.01009377936247,0.0206568732382751,0.00060095723579647,0.691461922021849,0.308538077978151,0.0142834412722994,0.000185418190479705
